neg_prob,neu_prob,pos_prob
0.132832,0.507714,0.359454
0.766094,0.191526,0.04238
0.491378,0.398522,0.1101
0.190021,0.475934,0.334045
0.659486,0.262462,0.078052
0.301669,0.536515,0.161816
0.218791,0.417529,0.36368
0.663285,0.282789,0.053926
0.630927,0.307129,0.061945
0.879962,0.087011,0.033026
0.562937,0.312452,0.124611
0.216633,0.238255,0.545112
0.074984,0.375908,0.549109
0.138871,0.3132,0.547928
0.439567,0.388433,0.172
0.520007,0.247374,0.232618
0.390923,0.542739,0.066338
0.223017,0.666296,0.110687
0.483516,0.463628,0.052857
0.198138,0.457269,0.344593
0.930364,0.05721,0.012425
0.854887,0.125065,0.020048
0.104669,0.194053,0.701279
0.679556,0.207227,0.113217
0.921065,0.065022,0.013913
0.864697,0.112687,0.022616
0.379717,0.494768,0.125515
0.641372,0.288116,0.070512
0.892061,0.092598,0.015341
0.584045,0.259414,0.156541
0.4502,0.438754,0.111046
0.1476,0.588629,0.263771
0.160766,0.593307,0.245927
0.528818,0.395066,0.076116
0.120014,0.563877,0.316109
0.777296,0.181776,0.040928
0.513126,0.323131,0.163742
0.907321,0.075359,0.01732
0.931708,0.057198,0.011094
0.909982,0.069132,0.020886
0.747306,0.216314,0.036381
0.602335,0.282697,0.114968
0.254145,0.669836,0.076019
0.418655,0.219536,0.361809
0.380124,0.414408,0.205468
0.13122,0.259407,0.609373
0.071701,0.210849,0.717449
0.314805,0.414803,0.270392
0.101563,0.302566,0.595871
0.807385,0.135815,0.0568
0.736124,0.192111,0.071765
0.952674,0.034947,0.012378
0.154626,0.525971,0.319403
0.851955,0.125852,0.022193
0.45525,0.448286,0.096464
0.378176,0.435707,0.186118
0.302394,0.349789,0.347817
0.163408,0.38154,0.455052
0.133126,0.415983,0.450891
0.872353,0.107148,0.020499
0.861444,0.1217,0.016856
0.099803,0.345424,0.554773
0.25547,0.605808,0.138722
0.030079,0.242996,0.726925
0.192059,0.704345,0.103596
0.171922,0.750583,0.077495
0.236221,0.476434,0.287345
0.565843,0.405779,0.028378
0.460039,0.425952,0.114008
0.763509,0.195242,0.041249
0.302368,0.459056,0.238575
0.629646,0.346033,0.024322
0.534779,0.415305,0.049916
0.754693,0.174528,0.070779
0.721794,0.233226,0.04498
0.861953,0.105705,0.032341
0.019033,0.196007,0.78496
0.122891,0.14985,0.727259
0.955531,0.034851,0.009618
0.941656,0.046906,0.011438
0.934692,0.046219,0.01909
0.783579,0.188361,0.02806
0.597457,0.340159,0.062384
0.866767,0.117206,0.016027
0.161958,0.406707,0.431335
0.623293,0.296406,0.080301
0.583695,0.323352,0.092953
0.631262,0.200582,0.168156
0.696559,0.232021,0.071419
0.813813,0.139586,0.046601
0.910489,0.075108,0.014403
0.579499,0.352563,0.067937
0.308651,0.377393,0.313956
0.074832,0.141151,0.784017
0.106104,0.214025,0.679871
0.321933,0.53377,0.144298
0.163858,0.413651,0.422491
0.455377,0.306479,0.238144
0.552438,0.225624,0.221938
0.535532,0.368403,0.096065
0.939314,0.048115,0.012571
0.864764,0.093227,0.042008
0.940766,0.047142,0.012092
0.828664,0.149733,0.021604
0.161862,0.56235,0.275788
0.181783,0.327205,0.491012
0.773809,0.203428,0.022762
0.925903,0.05802,0.016078
0.305358,0.371285,0.323357
0.133718,0.785426,0.080856
0.71295,0.262551,0.024498
0.428249,0.532962,0.038789
0.670407,0.303209,0.026384
0.796107,0.18706,0.016834
0.239806,0.726501,0.033693
0.226753,0.460712,0.312536
0.18354,0.521352,0.295108
0.764152,0.204437,0.031411
0.832616,0.143353,0.02403
0.525898,0.392616,0.081486
0.884774,0.100137,0.015089
0.170083,0.646769,0.183148
0.631284,0.322318,0.046398
0.507541,0.457832,0.034627
0.549439,0.377607,0.072954
0.129666,0.107092,0.763242
0.639558,0.238208,0.122234
0.928173,0.058515,0.013313
0.88097,0.099677,0.019354
0.445414,0.456601,0.097985
0.027706,0.153541,0.818753
0.522514,0.304601,0.172885
0.9436,0.045818,0.010583
0.833228,0.148958,0.017813
0.808358,0.169069,0.022573
0.123718,0.417088,0.459193
0.894527,0.080372,0.0251
0.917862,0.068783,0.013356
0.779628,0.197462,0.022911
0.848668,0.133037,0.018295
0.104418,0.390559,0.505023
0.161621,0.305313,0.533066
0.919038,0.066871,0.014091
0.942802,0.04779,0.009408
0.955963,0.034294,0.009743
0.515616,0.372133,0.112251
0.853099,0.120569,0.026332
0.038281,0.183636,0.778083
0.21331,0.315137,0.471553
0.367783,0.337976,0.294241
0.107101,0.638238,0.254661
0.703567,0.221584,0.074849
0.828676,0.126062,0.045262
0.206112,0.459355,0.334534
0.192416,0.509495,0.29809
0.079997,0.851052,0.068951
0.083507,0.827942,0.08855
0.133515,0.75657,0.109916
0.047378,0.708335,0.244287
0.074956,0.714247,0.210797
0.036126,0.282115,0.681759
0.158968,0.759409,0.081624
0.050875,0.815098,0.134027
0.931882,0.056101,0.012017
0.726931,0.232918,0.040151
0.882535,0.100921,0.016545
0.951807,0.039409,0.008784
0.858067,0.130242,0.01169
0.309337,0.443301,0.247362
0.378101,0.389685,0.232214
0.8242,0.157921,0.017879
0.656749,0.312134,0.031117
0.618268,0.346264,0.035468
0.856729,0.115124,0.028146
0.69788,0.282716,0.019404
0.81582,0.168973,0.015207
0.890901,0.076703,0.032396
0.923147,0.062978,0.013875
0.590038,0.353806,0.056156
0.774495,0.194607,0.030898
0.373143,0.356036,0.27082
0.908134,0.080608,0.011258
0.356587,0.584952,0.058461
0.405209,0.506371,0.08842
0.937679,0.051707,0.010614
0.900483,0.084367,0.015149
0.934485,0.056843,0.008672
0.811476,0.158761,0.029763
0.689939,0.243522,0.066539
0.898404,0.084076,0.01752
0.838233,0.121089,0.040678
0.859613,0.127582,0.012805
0.913302,0.067751,0.018947
0.808587,0.170913,0.0205
0.88873,0.096851,0.014419
0.849014,0.116277,0.034708
0.891968,0.085186,0.022846
0.919561,0.067326,0.013113
0.938593,0.047757,0.01365
0.756448,0.177642,0.06591
0.742619,0.178802,0.078578
0.9414,0.045751,0.012849
0.775982,0.197197,0.026821
0.289168,0.567151,0.143681
0.801047,0.155324,0.043629
0.861134,0.12234,0.016526
0.779413,0.190831,0.029756
0.786248,0.183721,0.030031
0.921785,0.062743,0.015471
0.607291,0.318366,0.074342
0.583054,0.367297,0.049649
0.785587,0.182668,0.031745
0.86601,0.106497,0.027493
0.898728,0.085767,0.015505
0.587362,0.346281,0.066357
0.765423,0.213878,0.020699
0.725115,0.253587,0.021299
0.077317,0.827087,0.095595
0.652082,0.261268,0.08665
0.8435,0.119158,0.037341
0.872611,0.10944,0.017949
0.783549,0.176912,0.039539
0.405924,0.482366,0.111711
0.803093,0.165086,0.03182
0.612215,0.290277,0.097508
0.835075,0.139405,0.02552
0.572341,0.301682,0.125977
0.212295,0.684661,0.103044
0.15879,0.48361,0.3576
0.212622,0.515485,0.271894
0.680285,0.288867,0.030848
0.161857,0.494778,0.343365
0.138867,0.551476,0.309658
0.177188,0.316656,0.506156
0.520422,0.424051,0.055528
0.252062,0.584545,0.163394
0.548162,0.4181,0.033739
0.539067,0.40657,0.054363
0.839705,0.139322,0.020973
0.802282,0.157004,0.040715
0.495807,0.343705,0.160488
0.118932,0.323321,0.557747
0.108339,0.784223,0.107439
0.811977,0.167734,0.020289
0.753343,0.208363,0.038294
0.061844,0.086924,0.851232
0.817614,0.141981,0.040405
0.887138,0.09811,0.014752
0.513391,0.413819,0.07279
0.186754,0.607064,0.206182
0.10669,0.645484,0.247825
0.310348,0.637676,0.051976
0.882094,0.096059,0.021847
0.381069,0.356011,0.26292
0.667888,0.302363,0.029749
0.92732,0.059833,0.012847
0.942759,0.044523,0.012718
0.205087,0.654392,0.140521
0.048685,0.088258,0.863057
0.068493,0.220658,0.710848
0.066984,0.216404,0.716612
0.289706,0.410768,0.299526
0.672108,0.29198,0.035913
0.844643,0.131081,0.024276
0.90909,0.07609,0.01482
0.87534,0.093238,0.031422
0.890029,0.094668,0.015303
0.872605,0.110061,0.017334
0.141841,0.307057,0.551102
0.154285,0.295735,0.54998
0.142604,0.528605,0.328791
0.531617,0.365757,0.102626
0.462475,0.282459,0.255066
0.901403,0.081599,0.016998
0.555182,0.389911,0.054906
0.605386,0.340532,0.054082
0.667553,0.289748,0.0427
0.400452,0.532605,0.066942
0.836655,0.11767,0.045674
0.897244,0.08175,0.021006
0.785523,0.153902,0.060575
0.806672,0.145837,0.047491
0.217329,0.64302,0.139651
0.027701,0.070432,0.901866
0.802831,0.166168,0.031001
0.80741,0.176129,0.016462
0.719496,0.234483,0.046021
0.882343,0.100225,0.017432
0.856728,0.118129,0.025144
0.950286,0.037233,0.012481
0.580318,0.288018,0.131665
0.61052,0.29768,0.0918
0.899045,0.083444,0.017511
0.819723,0.148377,0.0319
0.651606,0.2203,0.128094
0.900601,0.0835,0.015899
0.923856,0.056572,0.019573
0.886643,0.081414,0.031943
0.582258,0.337921,0.079822
0.662196,0.294703,0.043101
0.483893,0.357735,0.158372
0.75753,0.202484,0.039986
0.715197,0.23091,0.053894
0.726012,0.204949,0.069039
0.604897,0.316822,0.078281
0.47819,0.283638,0.238172
0.836935,0.133577,0.029488
0.925919,0.054424,0.019657
0.3276,0.41789,0.25451
0.779223,0.170514,0.050263
0.383441,0.473628,0.142931
0.872306,0.105973,0.021721
0.691058,0.265979,0.042964
0.423985,0.365545,0.21047
0.794129,0.174278,0.031593
0.866223,0.094059,0.039719
0.11846,0.715195,0.166345
0.85252,0.116338,0.031142
0.490444,0.322136,0.18742
0.239281,0.635911,0.124808
0.504427,0.391251,0.104321
0.547341,0.32555,0.127109
0.565681,0.309159,0.12516
0.364027,0.515225,0.120748
0.737446,0.212875,0.049679
0.730607,0.239845,0.029547
0.652095,0.297862,0.050043
0.209615,0.690549,0.099836
0.817048,0.135227,0.047725
0.707121,0.252367,0.040513
0.175732,0.344955,0.479313
0.319034,0.502836,0.178129
0.710992,0.233775,0.055233
0.183658,0.466529,0.349812
0.849473,0.133296,0.017231
0.863361,0.117352,0.019287
0.89235,0.092582,0.015068
0.897373,0.083626,0.019001
0.26738,0.541194,0.191426
0.440556,0.385527,0.173917
0.147583,0.42947,0.422947
0.097158,0.301004,0.601837
0.777569,0.176212,0.046219
0.800118,0.174914,0.024968
0.677423,0.291397,0.03118
0.871061,0.119225,0.009714
0.839824,0.141112,0.019064
0.631686,0.346427,0.021887
0.699248,0.262727,0.038024
0.72702,0.25542,0.01756
0.734515,0.24753,0.017955
0.827747,0.143465,0.028788
0.894582,0.084437,0.020981
0.144621,0.672234,0.183144
0.751599,0.199939,0.048462
0.832331,0.118853,0.048816
0.905879,0.079317,0.014804
0.792136,0.139142,0.068722
0.730819,0.226463,0.042718
0.838711,0.146512,0.014777
0.776773,0.207875,0.015352
0.857027,0.111723,0.03125
0.472073,0.348158,0.179769
0.821449,0.162459,0.016092
0.667075,0.310676,0.022249
0.741607,0.218248,0.040145
0.091665,0.256436,0.6519
0.207289,0.624747,0.167965
0.453341,0.409021,0.137638
0.894157,0.094375,0.011468
0.56396,0.268974,0.167065
0.479343,0.362485,0.158172
0.769968,0.145482,0.08455
0.214835,0.360189,0.424976
0.891562,0.08787,0.020568
0.944656,0.046835,0.008509
0.874515,0.113558,0.011927
0.202884,0.717354,0.079762
0.239904,0.637342,0.122754
0.126837,0.51405,0.359113
0.106734,0.687278,0.205988
0.876489,0.107856,0.015655
0.242782,0.371308,0.385909
0.848491,0.118683,0.032826
0.783835,0.176507,0.039658
0.94956,0.038952,0.011488
0.752474,0.227614,0.019912
0.923247,0.060925,0.015828
0.722008,0.23292,0.045071
0.856421,0.108819,0.03476
0.564305,0.358105,0.07759
0.22208,0.454139,0.323781
0.630486,0.275349,0.094165
0.680612,0.230461,0.088927
0.770384,0.195795,0.033821
0.483802,0.394835,0.121363
0.497741,0.430393,0.071865
0.888337,0.091999,0.019664
0.824986,0.158558,0.016456
0.335324,0.483334,0.181341
0.658178,0.28798,0.053842
0.62617,0.343244,0.030585
0.738594,0.243133,0.018273
0.277445,0.485229,0.237326
0.14195,0.344744,0.513306
0.909161,0.076577,0.014262
0.370928,0.437081,0.191992
0.463157,0.492583,0.04426
0.918892,0.064412,0.016696
0.695323,0.236942,0.067735
0.223431,0.343651,0.432918
0.824285,0.120029,0.055686
0.541331,0.305501,0.153168
0.727584,0.216465,0.055951
0.628087,0.275168,0.096745
0.939302,0.050173,0.010525
0.932773,0.057152,0.010075
0.834844,0.117571,0.047585
0.873887,0.093399,0.032714
0.2359,0.66228,0.10182
0.203052,0.663313,0.133634
0.932706,0.051945,0.01535
0.884424,0.085534,0.030043
0.607738,0.268475,0.123787
0.317599,0.411467,0.270934
0.896449,0.089912,0.013639
0.871153,0.108143,0.020705
0.817161,0.157245,0.025594
0.044823,0.686835,0.268342
0.07265,0.604645,0.322704
0.733733,0.197207,0.06906
0.920798,0.060921,0.018281
0.893292,0.085492,0.021215
0.472834,0.363059,0.164108
0.249195,0.447896,0.30291
0.728105,0.232065,0.039831
0.693073,0.22845,0.078477
0.881964,0.100967,0.01707
0.851556,0.122328,0.026116
0.680208,0.284711,0.035081
0.81467,0.140819,0.044511
0.781268,0.19969,0.019042
0.844286,0.137139,0.018574
0.921077,0.065193,0.01373
0.894373,0.085114,0.020513
0.325708,0.604032,0.07026
0.676244,0.224003,0.099753
0.820197,0.15748,0.022322
0.679716,0.231303,0.088981
0.863236,0.113129,0.023636
0.940379,0.048097,0.011524
0.77784,0.199564,0.022596
0.548179,0.327548,0.124273
0.911594,0.07253,0.015876
0.202048,0.404608,0.393344
0.221044,0.49933,0.279626
0.308373,0.481257,0.21037
0.84601,0.125947,0.028043
0.453614,0.455337,0.091049
0.335622,0.422771,0.241608
0.22216,0.658812,0.119028
0.20947,0.668876,0.121654
0.070674,0.685012,0.244313
0.77803,0.202289,0.019682
0.274671,0.592709,0.13262
0.1699,0.624616,0.205484
0.30308,0.510734,0.186186
0.119288,0.692288,0.188424
0.353303,0.556978,0.089719
0.351868,0.585003,0.063129
0.620179,0.331505,0.048316
0.440019,0.487,0.072981
0.358511,0.576237,0.065251
0.393598,0.533295,0.073107
0.28382,0.581142,0.135038
0.154497,0.593637,0.251867
0.57855,0.348247,0.073203
0.342454,0.410747,0.246799
0.192988,0.50331,0.303702
0.256627,0.625199,0.118174
0.173434,0.55071,0.275856
0.194524,0.422618,0.382859
0.604904,0.313411,0.081685
0.563592,0.402864,0.033544
0.363836,0.371187,0.264977
0.702304,0.253644,0.044052
0.791226,0.18884,0.019934
0.483482,0.473713,0.042805
0.470618,0.437297,0.092085
0.488333,0.329939,0.181728
0.546739,0.275922,0.177339
0.43301,0.412667,0.154323
0.632552,0.312316,0.055132
0.333892,0.457548,0.20856
0.510464,0.286831,0.202705
0.241521,0.558567,0.199912
0.263218,0.267265,0.469517
0.271626,0.489824,0.238551
0.756555,0.216738,0.026707
0.517447,0.441984,0.040569
0.925649,0.061595,0.012756
0.23282,0.406833,0.360347
0.273119,0.599944,0.126937
0.798868,0.165135,0.035997
0.066777,0.377238,0.555985
0.288818,0.598483,0.112699
0.573781,0.303175,0.123044
0.416603,0.468599,0.114797
0.184269,0.376222,0.43951
0.300071,0.47912,0.220809
0.740995,0.210754,0.048251
0.198554,0.635834,0.165613
0.164168,0.478642,0.357191
0.882948,0.101064,0.015988
0.91958,0.065453,0.014967
0.821434,0.15898,0.019586
0.808524,0.157114,0.034362
0.72697,0.245007,0.028023
0.8098,0.150816,0.039384
0.537782,0.353343,0.108874
0.858033,0.10759,0.034376
0.672966,0.227325,0.099709
0.823005,0.162248,0.014748
0.599875,0.366124,0.034001
0.921098,0.067317,0.011584
0.742212,0.238853,0.018935
0.822166,0.15965,0.018184
0.32584,0.480367,0.193793
0.819851,0.15172,0.028428
0.558399,0.387999,0.053602
0.183748,0.778723,0.037529
0.567498,0.408184,0.024318
0.148066,0.723139,0.128795
0.346575,0.455393,0.198032
0.727786,0.207668,0.064546
0.850375,0.128094,0.021531
0.231542,0.646905,0.121553
0.717683,0.201114,0.081203
0.245395,0.366908,0.387697
0.19185,0.468289,0.339861
0.631832,0.272115,0.096053
0.656376,0.27848,0.065144
0.691118,0.252032,0.05685
0.251275,0.51731,0.231416
0.773853,0.198335,0.027812
0.418468,0.539013,0.042518
0.195615,0.360191,0.444194
0.545873,0.296468,0.157659
0.40673,0.349446,0.243824
0.783931,0.166425,0.049644
0.853269,0.131996,0.014736
0.542834,0.340386,0.11678
0.064789,0.429047,0.506164
0.225435,0.428554,0.346011
0.670135,0.27909,0.050775
0.034106,0.814889,0.151005
0.041459,0.785779,0.172762
0.150952,0.441464,0.407585
0.648905,0.273812,0.077282
0.290548,0.363205,0.346246
0.68561,0.290605,0.023785
0.204663,0.444342,0.350994
0.116187,0.486007,0.397806
0.851775,0.12632,0.021904
0.658847,0.26638,0.074773
0.34344,0.363526,0.293033
0.16508,0.397877,0.437043
0.80695,0.169375,0.023675
0.405255,0.351212,0.243533
0.33099,0.511438,0.157572
0.069719,0.58933,0.34095
0.172913,0.529521,0.297567
0.101556,0.63479,0.263654
0.171683,0.348238,0.480079
0.033951,0.145077,0.820972
0.067003,0.627517,0.30548
0.882864,0.098542,0.018594
0.246731,0.674673,0.078596
0.049631,0.188536,0.761833
0.585517,0.363542,0.050941
0.488194,0.468576,0.04323
0.213937,0.733731,0.052332
0.506634,0.290449,0.202918
0.329761,0.24698,0.423259
0.896217,0.081047,0.022736
0.705359,0.256685,0.037957
0.916932,0.066269,0.016799
0.880291,0.089756,0.029953
0.801603,0.142104,0.056293
0.812172,0.13741,0.050417
0.846911,0.134565,0.018524
0.891962,0.091339,0.016699
0.790444,0.157752,0.051804
0.819938,0.161734,0.018328
0.287957,0.441232,0.270811
0.323387,0.332772,0.343841
0.80835,0.141181,0.050469
0.293935,0.290771,0.415294
0.866714,0.110799,0.022487
0.817148,0.141217,0.041635
0.732477,0.201834,0.065689
0.31489,0.322481,0.362629
0.950093,0.040658,0.009248
0.675897,0.249076,0.075028
0.463128,0.386859,0.150014
0.34472,0.360067,0.295213
0.899712,0.081716,0.018572
0.75928,0.162988,0.077732
0.550287,0.400405,0.049308
0.412326,0.470248,0.117427
0.603943,0.26452,0.131537
0.773504,0.202035,0.024461
0.718308,0.207524,0.074168
0.493966,0.393789,0.112245
0.455296,0.415222,0.129482
0.923501,0.065789,0.01071
0.707144,0.269241,0.023615
0.896326,0.086222,0.017452
0.857459,0.119661,0.02288
0.868431,0.108521,0.023048
0.912615,0.074647,0.012738
0.676873,0.265915,0.057212
0.767996,0.187052,0.044952
0.441401,0.446174,0.112425
0.687567,0.232827,0.079606
0.192813,0.46159,0.345597
0.628582,0.317022,0.054395
0.523282,0.360521,0.116198
0.599434,0.303529,0.097036
0.878031,0.107184,0.014785
0.140279,0.761567,0.098153
0.925187,0.063999,0.010814
0.679994,0.209043,0.110963
0.782475,0.176923,0.040602
0.347652,0.4211,0.231248
0.229718,0.519373,0.250909
0.853235,0.11383,0.032935
0.90609,0.078152,0.015758
0.813119,0.154752,0.032128
0.166711,0.55517,0.278119
0.515062,0.383041,0.101897
0.751833,0.211809,0.036359
0.322997,0.447148,0.229855
0.512216,0.336534,0.151249
0.34472,0.46912,0.18616
0.848891,0.125022,0.026088
0.445086,0.327097,0.227817
0.080507,0.646486,0.273008
0.127999,0.769744,0.102257
0.450645,0.423227,0.126128
0.899902,0.082333,0.017765
0.802974,0.174946,0.02208
0.181646,0.391558,0.426796
0.365754,0.43651,0.197736
0.628983,0.293096,0.077922
0.249683,0.473375,0.276942
0.485502,0.409301,0.105198
0.831852,0.140934,0.027214
0.196345,0.350966,0.452689
0.31352,0.584605,0.101875
0.444634,0.417294,0.138071
0.300425,0.495852,0.203724
0.576429,0.337247,0.086323
0.945381,0.040676,0.013943
0.855609,0.116085,0.028306
0.474388,0.329697,0.195915
0.092252,0.33692,0.570828
0.177667,0.56739,0.254943
0.099849,0.827823,0.072328
0.949066,0.041314,0.00962
0.226344,0.474141,0.299515
0.876358,0.094321,0.029321
0.630265,0.322119,0.047616
0.80223,0.181945,0.015825
0.549667,0.370334,0.079999
0.408201,0.441166,0.150632
0.326992,0.422801,0.250206
0.134435,0.35346,0.512105
0.884462,0.090663,0.024876
0.708243,0.215625,0.076132
0.07189,0.800087,0.128023
0.418677,0.392519,0.188804
0.328447,0.425189,0.246365
0.908815,0.078736,0.01245
0.870724,0.116511,0.012765
0.851263,0.122042,0.026695
0.660288,0.31254,0.027172
0.746206,0.22331,0.030484
0.809691,0.174417,0.015893
0.878793,0.106616,0.014591
0.860413,0.125976,0.013611
0.337825,0.401926,0.260249
0.816413,0.150554,0.033034
0.52413,0.311048,0.164822
0.8811,0.104228,0.014672
0.713542,0.22396,0.062498
0.855503,0.109695,0.034802
0.809213,0.15667,0.034117
0.852984,0.123122,0.023894
0.89067,0.09479,0.014541
0.717285,0.244198,0.038518
0.171647,0.574154,0.254199
0.86242,0.116087,0.021494
0.36423,0.55894,0.07683
0.240084,0.644146,0.11577
0.565163,0.278761,0.156076
0.072907,0.310142,0.616951
0.335123,0.516274,0.148604
0.777317,0.194403,0.02828
0.23433,0.714148,0.051522
0.036142,0.78396,0.179897
0.077354,0.46787,0.454776
0.03405,0.119702,0.846249
0.050832,0.757743,0.191426
0.30974,0.598011,0.092249
0.790885,0.16291,0.046205
0.422735,0.502449,0.074817
0.706596,0.245058,0.048346
0.200257,0.356137,0.443607
0.040574,0.72706,0.232365
0.061802,0.390828,0.54737
0.357047,0.406488,0.236465
0.191189,0.400374,0.408437
0.22845,0.491866,0.279684
0.906764,0.08049,0.012746
0.407482,0.552792,0.039726
0.167765,0.326606,0.50563
0.290962,0.53106,0.177978
0.438913,0.496993,0.064093
0.119927,0.786303,0.09377
0.118649,0.562324,0.319027
0.461964,0.452185,0.085851
0.412198,0.518025,0.069777
0.268594,0.51069,0.220716
0.494584,0.343646,0.16177
0.378394,0.453526,0.16808
0.057555,0.838035,0.10441
0.48579,0.361722,0.152488
0.914946,0.069886,0.015168
0.782621,0.184626,0.032752
0.924013,0.060571,0.015416
0.763312,0.195813,0.040874
0.583154,0.312282,0.104565
0.424342,0.429455,0.146203
0.355701,0.594639,0.04966
0.106259,0.575358,0.318383
0.263386,0.391969,0.344645
0.854326,0.118423,0.027251
0.752164,0.222888,0.024949
0.149493,0.748248,0.102259
0.733995,0.231174,0.034831
0.1709,0.250946,0.578154
0.898244,0.083084,0.018672
0.06858,0.562977,0.368443
0.414805,0.502784,0.082411
0.086332,0.166165,0.747503
0.698937,0.262981,0.038082
0.163697,0.454599,0.381704
0.816005,0.164662,0.019333
0.412812,0.378013,0.209175
0.139809,0.404666,0.455525
0.5024,0.318648,0.178952
0.916554,0.065077,0.018369
0.251353,0.338327,0.41032
0.365321,0.442426,0.192253
0.345547,0.322007,0.332446
0.316866,0.355374,0.32776
0.707521,0.201329,0.09115
0.901602,0.0794,0.018998
0.226789,0.364893,0.408318
0.954299,0.034728,0.010972
0.090941,0.547823,0.361236
0.052704,0.572034,0.375263
0.238203,0.55196,0.209836
0.307578,0.497173,0.195249
0.248945,0.530131,0.220923
0.216513,0.645867,0.137621
0.413062,0.391009,0.195928
0.136199,0.193205,0.670595
0.421472,0.303589,0.274939
0.096792,0.565796,0.337412
0.844231,0.143283,0.012486
0.694087,0.258943,0.04697
0.79653,0.165493,0.037977
0.777345,0.205346,0.017309
0.558878,0.306959,0.134163
0.533329,0.372429,0.094243
0.148344,0.68713,0.164525
0.278616,0.48374,0.237644
0.332842,0.392375,0.274783
0.757206,0.195668,0.047126
0.412038,0.383059,0.204903
0.725197,0.222846,0.051957
0.334133,0.4583,0.207567
0.122599,0.401824,0.475577
0.591578,0.288047,0.120374
0.731477,0.149812,0.118711
0.120143,0.445814,0.434043
0.082315,0.187545,0.730139
